Channel Id,Channel Url,Channel Title
UCnLuLSV-Oi0ctqjxGgxFlmg,http://www.youtube.com/channel/UCnLuLSV-Oi0ctqjxGgxFlmg,Sony Pictures Animation
UCnQC_G5Xsjhp9fEJKuIcrSw,http://www.youtube.com/channel/UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro
UCn_FAXem2-e3HQvmK-mOH4g,http://www.youtube.com/channel/UCn_FAXem2-e3HQvmK-mOH4g,GLITCH
UCncRhgNXj6-oROkXXUSYELw,http://www.youtube.com/channel/UCncRhgNXj6-oROkXXUSYELw,Nikhil Clayton
UCnfWi7eVPFm8xGWfBT1zjeQ,http://www.youtube.com/channel/UCnfWi7eVPFm8xGWfBT1zjeQ,cdotkom
UCnm7ieFPDv6pUov_Opgll9w,http://www.youtube.com/channel/UCnm7ieFPDv6pUov_Opgll9w,MonkeyDM
UCo8bcnLyZH8tBIH9V1mLgqQ,http://www.youtube.com/channel/UCo8bcnLyZH8tBIH9V1mLgqQ,TheOdd1sOut
UCo_IB5145EVNcf8hw1Kku7w,http://www.youtube.com/channel/UCo_IB5145EVNcf8hw1Kku7w,The Game Theorists
UCoyaxd5LQSuP4ChkxK0pnZQ,http://www.youtube.com/channel/UCoyaxd5LQSuP4ChkxK0pnZQ,EA SPORTS FC
UCp-XZhyQLcJ8X65eT1T3XyQ,http://www.youtube.com/channel/UCp-XZhyQLcJ8X65eT1T3XyQ,AntDude
UCpVm7bg6pXKo1Pr6k5kxG9A,http://www.youtube.com/channel/UCpVm7bg6pXKo1Pr6k5kxG9A,National Geographic
UCpgpXt5BhKxPfHXN-oxpeEQ,http://www.youtube.com/channel/UCpgpXt5BhKxPfHXN-oxpeEQ,scrawls
UCq0OueAsdxH6b8nyAspwViw,http://www.youtube.com/channel/UCq0OueAsdxH6b8nyAspwViw,Universal Pictures
UCq2aadSAXNuhHzaDDidqfFQ,http://www.youtube.com/channel/UCq2aadSAXNuhHzaDDidqfFQ,Stickman Anakin
UCq7OHvWO6Z3u-LztFdrcU-g,http://www.youtube.com/channel/UCq7OHvWO6Z3u-LztFdrcU-g,Illumination
UCqQkpiZwMDNUGEgHzR-EDPw,http://www.youtube.com/channel/UCqQkpiZwMDNUGEgHzR-EDPw,Lando Kalriz
UCqXXBpycrF0q8Q2NHIu5Y3A,http://www.youtube.com/channel/UCqXXBpycrF0q8Q2NHIu5Y3A,Activision
UCqvpFAiRcY96CjKwiGHgwpg,http://www.youtube.com/channel/UCqvpFAiRcY96CjKwiGHgwpg,Gooseworx
UCr4oWINCOyax0_-VS4FIGaQ,http://www.youtube.com/channel/UCr4oWINCOyax0_-VS4FIGaQ,Harry Potter Theory EXTRA
UCr69YQf6M8yeiYEeGjZ711Q,http://www.youtube.com/channel/UCr69YQf6M8yeiYEeGjZ711Q,Theatre of the Unaligned
UCrhCgfKbpW-mhJVGFYGov-Q,http://www.youtube.com/channel/UCrhCgfKbpW-mhJVGFYGov-Q,More Parz
UCrqDcwLssaU6YyzzQioxxdQ,http://www.youtube.com/channel/UCrqDcwLssaU6YyzzQioxxdQ,Sam Builds
UCs0AqQc_0sxwqJROHuJeEpg,http://www.youtube.com/channel/UCs0AqQc_0sxwqJROHuJeEpg,DazzReviews
UCs5gqfon8D-7oIvFm4D_8JA,http://www.youtube.com/channel/UCs5gqfon8D-7oIvFm4D_8JA,Ninjago Music
UCsNvSjDLEyP35oCnP55ifeg,http://www.youtube.com/channel/UCsNvSjDLEyP35oCnP55ifeg,The Marvelous Wave
UCshoKvlZGZ20rVgazZp5vnQ,http://www.youtube.com/channel/UCshoKvlZGZ20rVgazZp5vnQ,CaptainSparklez
UCsuKgiVb2KJ2sZdrrwoAqsA,http://www.youtube.com/channel/UCsuKgiVb2KJ2sZdrrwoAqsA,wattles
UCtfh3NUmwHcih6DY-TcdSYg,http://www.youtube.com/channel/UCtfh3NUmwHcih6DY-TcdSYg,Newsteevie
UCthUzKb0HRLx7TUFJ7kIzew,http://www.youtube.com/channel/UCthUzKb0HRLx7TUFJ7kIzew,The 2nd Dimension
UCtzLaMqhH56oxqL_baFDQEQ,http://www.youtube.com/channel/UCtzLaMqhH56oxqL_baFDQEQ,BendersMC
UCu3wT_8cBekXfMv70nkvUiA,http://www.youtube.com/channel/UCu3wT_8cBekXfMv70nkvUiA,Purple Thunder
UCuDz-AQO2KuXzjtxoycrnJg,http://www.youtube.com/channel/UCuDz-AQO2KuXzjtxoycrnJg,Steven He Live
UCuTNKMG8HCxb2kYbLXjXTTg,http://www.youtube.com/channel/UCuTNKMG8HCxb2kYbLXjXTTg,Jurassic World
UCudx6plmpbs5WtWvsvu-EdQ,http://www.youtube.com/channel/UCudx6plmpbs5WtWvsvu-EdQ,Zeltik
UCupWnlhB3PMW1w0CLfLCfug,http://www.youtube.com/channel/UCupWnlhB3PMW1w0CLfLCfug,Infamous Swoosh
UCv2rB0bzeWEGO5aZQAWHMWA,http://www.youtube.com/channel/UCv2rB0bzeWEGO5aZQAWHMWA,Frosty Forest Games
UCvC4D8onUfXzvjTOM-dBfEA,http://www.youtube.com/channel/UCvC4D8onUfXzvjTOM-dBfEA,Marvel Entertainment
UCvoVZ1oABDjO7RtV8LTp0bw,http://www.youtube.com/channel/UCvoVZ1oABDjO7RtV8LTp0bw,Myles
UCvsdQrg8SkOvS2WiVXA5S4A,http://www.youtube.com/channel/UCvsdQrg8SkOvS2WiVXA5S4A,Ph1LzA
UCvvVOIyaYu2l4jiH9L8_eRw,http://www.youtube.com/channel/UCvvVOIyaYu2l4jiH9L8_eRw,Dax
UCw7SNYrYei7F5ttQO3o-rpA,http://www.youtube.com/channel/UCw7SNYrYei7F5ttQO3o-rpA,Disney Channel Animation
UCwGTY5sOiTeN29iOXrfA92w,http://www.youtube.com/channel/UCwGTY5sOiTeN29iOXrfA92w,K-LOVE
UCxKMHcCUiuXlpwQTXNueiqA,http://www.youtube.com/channel/UCxKMHcCUiuXlpwQTXNueiqA,StephBlox
UCxc0c4cOfFmSUnzX9uY7Jww,http://www.youtube.com/channel/UCxc0c4cOfFmSUnzX9uY7Jww,Frank James
UCyoW_EfdNy0Z3FudNgeEqdA,http://www.youtube.com/channel/UCyoW_EfdNy0Z3FudNgeEqdA,RoyalPear
UCz97F7dMxBNOfGYu3rx8aCw,http://www.youtube.com/channel/UCz97F7dMxBNOfGYu3rx8aCw,Sony Pictures Entertainment
UCzYag131RdrnZhtAmUBxU1Q,http://www.youtube.com/channel/UCzYag131RdrnZhtAmUBxU1Q,Pegasus
UCzb-6smlTg5UPirLdsdQ_cQ,http://www.youtube.com/channel/UCzb-6smlTg5UPirLdsdQ_cQ,Foil Arms and Hog
UCzzrvFOtOicsWjawWE95DRg,http://www.youtube.com/channel/UCzzrvFOtOicsWjawWE95DRg,Knarfy Too

